




Analysis Type:	PANTHER Overrepresentation Test (Released 20210224)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.4735677 Released 2021-05-01
Analyzed List:	upload_1 (Saccharomyces cerevisiae)
Reference List:	yeast_background.txt (Saccharomyces cerevisiae)
Test Type:	BINOMIAL
Correction:	NONE
GO biological process complete	yeast_background.txt - REFLIST (4652)	upload_1 (3142)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)
positive regulation of cellular process (GO:0048522)	674	420	455.23	-	.92	3.81E-02
cellular developmental process (GO:0048869)	135	84	91.18	-	.92	2.41E-01
regulation of catalytic activity (GO:0050790)	351	218	237.07	-	.92	1.04E-01
regulation of Ras protein signal transduction (GO:0046578)	29	18	19.59	-	.92	4.17E-01
cellular ketone metabolic process (GO:0042180)	29	18	19.59	-	.92	4.17E-01
nuclear mRNA surveillance (GO:0071028)	29	18	19.59	-	.92	4.17E-01
regulation of cell wall organization or biogenesis (GO:1903338)	21	13	14.18	-	.92	4.45E-01
negative regulation of intracellular signal transduction (GO:1902532)	42	26	28.37	-	.92	3.73E-01
cellular response to stimulus (GO:0051716)	903	559	609.89	-	.92	1.09E-02
polyol metabolic process (GO:0019751)	42	26	28.37	-	.92	3.73E-01
DNA repair (GO:0006281)	254	157	171.55	-	.92	1.34E-01
steroid biosynthetic process (GO:0006694)	34	21	22.96	-	.91	3.92E-01
regulation of glucose metabolic process (GO:0010906)	34	21	22.96	-	.91	3.92E-01
cell budding (GO:0007114)	47	29	31.74	-	.91	3.54E-01
asexual reproduction (GO:0019954)	47	29	31.74	-	.91	3.54E-01
cytoskeleton organization (GO:0007010)	201	124	135.76	-	.91	1.62E-01
phospholipid biosynthetic process (GO:0008654)	107	66	72.27	-	.91	2.49E-01
DNA metabolic process (GO:0006259)	352	217	237.74	-	.91	8.47E-02
negative regulation of molecular function (GO:0044092)	73	45	49.30	-	.91	2.98E-01
cellular localization (GO:0051641)	861	530	581.53	-	.91	8.97E-03
endoplasmic reticulum organization (GO:0007029)	39	24	26.34	-	.91	3.70E-01
establishment or maintenance of cytoskeleton polarity (GO:0030952)	13	8	8.78	-	.91	4.85E-01
nucleosome positioning (GO:0016584)	13	8	8.78	-	.91	4.85E-01
carbohydrate derivative catabolic process (GO:1901136)	26	16	17.56	-	.91	4.14E-01
negative regulation of protein dephosphorylation (GO:0035308)	13	8	8.78	-	.91	4.85E-01
negative regulation of dephosphorylation (GO:0035305)	13	8	8.78	-	.91	4.85E-01
transfer RNA gene-mediated silencing (GO:0061587)	13	8	8.78	-	.91	4.85E-01
positive regulation of nuclear division (GO:0051785)	13	8	8.78	-	.91	4.85E-01
regulation of response to DNA damage stimulus (GO:2001020)	26	16	17.56	-	.91	4.14E-01
basic amino acid transmembrane transport (GO:1990822)	13	8	8.78	-	.91	4.85E-01
regulation of transposition (GO:0010528)	13	8	8.78	-	.91	4.85E-01
maintenance of cell polarity (GO:0030011)	13	8	8.78	-	.91	4.85E-01
positive regulation of MAPK cascade (GO:0043410)	13	8	8.78	-	.91	4.85E-01
mRNA transport (GO:0051028)	88	54	59.44	-	.91	2.63E-01
cellular response to DNA damage stimulus (GO:0006974)	292	179	197.22	-	.91	9.49E-02
dephosphorylation (GO:0016311)	124	76	83.75	-	.91	2.13E-01
rRNA catabolic process (GO:0016075)	31	19	20.94	-	.91	3.89E-01
glucose metabolic process (GO:0006006)	31	19	20.94	-	.91	3.89E-01
regulation of protein modification process (GO:0031399)	183	112	123.60	-	.91	1.54E-01
organophosphate ester transport (GO:0015748)	67	41	45.25	-	.91	2.93E-01
negative regulation of mitotic cell cycle (GO:0045930)	67	41	45.25	-	.91	2.93E-01
organonitrogen compound catabolic process (GO:1901565)	363	222	245.17	-	.91	6.42E-02
protein modification by small protein conjugation (GO:0032446)	126	77	85.10	-	.90	2.03E-01
Ras protein signal transduction (GO:0007265)	18	11	12.16	-	.90	4.43E-01
isoprenoid metabolic process (GO:0006720)	18	11	12.16	-	.90	4.43E-01
glycolipid metabolic process (GO:0006664)	36	22	24.31	-	.90	3.67E-01
regulation of polysaccharide metabolic process (GO:0032881)	18	11	12.16	-	.90	4.43E-01
hexose transmembrane transport (GO:0008645)	18	11	12.16	-	.90	4.43E-01
monosaccharide transmembrane transport (GO:0015749)	18	11	12.16	-	.90	4.43E-01
positive regulation of small molecule metabolic process (GO:0062013)	18	11	12.16	-	.90	4.43E-01
DNA-templated transcription, termination (GO:0006353)	36	22	24.31	-	.90	3.67E-01
regulation of DNA repair (GO:0006282)	18	11	12.16	-	.90	4.43E-01
posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery (GO:0000973)	18	11	12.16	-	.90	4.43E-01
peptidyl-proline modification (GO:0018208)	18	11	12.16	-	.90	4.43E-01
regulation of proteolysis (GO:0030162)	36	22	24.31	-	.90	3.67E-01
negative regulation of small GTPase mediated signal transduction (GO:0051058)	18	11	12.16	-	.90	4.43E-01
liposaccharide metabolic process (GO:1903509)	36	22	24.31	-	.90	3.67E-01
organic substance transport (GO:0071702)	833	509	562.62	-	.90	6.24E-03
cell communication (GO:0007154)	388	237	262.06	-	.90	5.49E-02
histone modification (GO:0016570)	118	72	79.70	-	.90	2.09E-01
covalent chromatin modification (GO:0016569)	118	72	79.70	-	.90	2.09E-01
transcription elongation from RNA polymerase II promoter (GO:0006368)	59	36	39.85	-	.90	3.03E-01
positive regulation of protein kinase activity (GO:0045860)	41	25	27.69	-	.90	3.47E-01
positive regulation of RNA biosynthetic process (GO:1902680)	302	184	203.97	-	.90	7.76E-02
positive regulation of transcription, DNA-templated (GO:0045893)	302	184	203.97	-	.90	7.76E-02
positive regulation of nucleic acid-templated transcription (GO:1903508)	302	184	203.97	-	.90	7.76E-02
endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888)	87	53	58.76	-	.90	2.48E-01
regulation of mitotic sister chromatid segregation (GO:0033047)	23	14	15.53	-	.90	4.12E-01
mismatch repair (GO:0006298)	23	14	15.53	-	.90	4.12E-01
regulation of protein catabolic process (GO:0042176)	23	14	15.53	-	.90	4.12E-01
regulation of DNA-templated transcription in response to stress (GO:0043620)	46	28	31.07	-	.90	3.30E-01
regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618)	46	28	31.07	-	.90	3.30E-01
protein acylation (GO:0043543)	69	42	46.60	-	.90	2.77E-01
cellular bud site selection (GO:0000282)	28	17	18.91	-	.90	3.86E-01
budding cell bud growth (GO:0007117)	28	17	18.91	-	.90	3.86E-01
phytosteroid metabolic process (GO:0016128)	28	17	18.91	-	.90	3.86E-01
ergosterol metabolic process (GO:0008204)	28	17	18.91	-	.90	3.86E-01
cellular alcohol metabolic process (GO:0044107)	28	17	18.91	-	.90	3.86E-01
regulation of cellular component organization (GO:0051128)	379	230	255.98	-	.90	4.66E-02
regulation of autophagy (GO:0010506)	61	37	41.20	-	.90	2.87E-01
GPI anchor metabolic process (GO:0006505)	33	20	22.29	-	.90	3.63E-01
negative regulation of nuclear division (GO:0051784)	33	20	22.29	-	.90	3.63E-01
sterol biosynthetic process (GO:0016126)	33	20	22.29	-	.90	3.63E-01
nuclear RNA surveillance (GO:0071027)	33	20	22.29	-	.90	3.63E-01
macromolecule localization (GO:0033036)	814	493	549.78	-	.90	3.74E-03
recombinational repair (GO:0000725)	71	43	47.95	-	.90	2.63E-01
reciprocal homologous recombination (GO:0140527)	38	23	25.67	-	.90	3.44E-01
reciprocal meiotic recombination (GO:0007131)	38	23	25.67	-	.90	3.44E-01
regulation of cellular carbohydrate metabolic process (GO:0010675)	38	23	25.67	-	.90	3.44E-01
lipoprotein metabolic process (GO:0042157)	48	29	32.42	-	.89	3.11E-01
macromolecule catabolic process (GO:0009057)	394	238	266.11	-	.89	3.68E-02
establishment of protein localization to organelle (GO:0072594)	298	180	201.27	-	.89	6.33E-02
cellular macromolecule localization (GO:0070727)	572	345	386.33	-	.89	1.23E-02
regulation of small molecule metabolic process (GO:0062012)	68	41	45.93	-	.89	2.60E-01
nitrogen compound transport (GO:0071705)	748	451	505.21	-	.89	4.12E-03
regulation of cellular component biogenesis (GO:0044087)	176	106	118.87	-	.89	1.23E-01
protein localization to endoplasmic reticulum (GO:0070972)	55	33	37.15	-	.89	2.79E-01
CTP metabolic process (GO:0046036)	5	3	3.38	-	.89	5.63E-01
stress granule assembly (GO:0034063)	10	6	6.75	-	.89	4.87E-01
formin-nucleated actin cable organization (GO:0110009)	5	3	3.38	-	.89	5.63E-01
receptor-mediated endocytosis (GO:0006898)	15	9	10.13	-	.89	4.41E-01
xenobiotic metabolic process (GO:0006805)	5	3	3.38	-	.89	5.63E-01
protein polyubiquitination (GO:0000209)	40	24	27.02	-	.89	3.22E-01
histone lysine demethylation (GO:0070076)	5	3	3.38	-	.89	5.63E-01
amide transport (GO:0042886)	30	18	20.26	-	.89	3.59E-01
regulation of fungal-type cell wall organization (GO:0060237)	20	12	13.51	-	.89	4.08E-01
regulation of nuclear-transcribed mRNA poly(A) tail shortening (GO:0060211)	5	3	3.38	-	.89	5.63E-01
endoplasmic reticulum tubular network organization (GO:0071786)	5	3	3.38	-	.89	5.63E-01
histone demethylation (GO:0016577)	5	3	3.38	-	.89	5.63E-01
glutathione catabolic process (GO:0006751)	5	3	3.38	-	.89	5.63E-01
cell wall integrity MAPK cascade (GO:0000196)	10	6	6.75	-	.89	4.87E-01
activation of MAPK activity (GO:0000187)	5	3	3.38	-	.89	5.63E-01
regulation of antisense RNA transcription (GO:0060194)	5	3	3.38	-	.89	5.63E-01
receptor recycling (GO:0001881)	5	3	3.38	-	.89	5.63E-01
sno(s)RNA transcription (GO:0009302)	5	3	3.38	-	.89	5.63E-01
nuclear protein quality control by the ubiquitin-proteasome system (GO:0071630)	5	3	3.38	-	.89	5.63E-01
negative regulation of cell cycle G1/S phase transition (GO:1902807)	5	3	3.38	-	.89	5.63E-01
DNA repair complex assembly (GO:0090735)	5	3	3.38	-	.89	5.63E-01
S-adenosylmethionine cycle (GO:0033353)	5	3	3.38	-	.89	5.63E-01
receptor metabolic process (GO:0043112)	5	3	3.38	-	.89	5.63E-01
RNA 3'-end processing (GO:0031123)	70	42	47.28	-	.89	2.46E-01
mitotic cell cycle checkpoint signaling (GO:0007093)	60	36	40.52	-	.89	2.67E-01
isopentenyl diphosphate biosynthetic process (GO:0009240)	5	3	3.38	-	.89	5.63E-01
regulation of sister chromatid cohesion (GO:0007063)	5	3	3.38	-	.89	5.63E-01
mitotic G1/S transition checkpoint signaling (GO:0044819)	5	3	3.38	-	.89	5.63E-01
mitotic G2/M transition checkpoint (GO:0044818)	15	9	10.13	-	.89	4.41E-01
positive regulation of attachment of spindle microtubules to kinetochore (GO:0051987)	10	6	6.75	-	.89	4.87E-01
negative regulation of cell cycle G2/M phase transition (GO:1902750)	15	9	10.13	-	.89	4.41E-01
glycine biosynthetic process (GO:0006545)	5	3	3.38	-	.89	5.63E-01
arginine biosynthetic process (GO:0006526)	10	6	6.75	-	.89	4.87E-01
C-terminal protein lipidation (GO:0006501)	5	3	3.38	-	.89	5.63E-01
aminophospholipid translocation (GO:0140331)	5	3	3.38	-	.89	5.63E-01
negative regulation of septation initiation signaling (GO:0031030)	5	3	3.38	-	.89	5.63E-01
regulation of septation initiation signaling (GO:0031029)	5	3	3.38	-	.89	5.63E-01
tRNA 5'-leader removal (GO:0001682)	5	3	3.38	-	.89	5.63E-01
pore complex assembly (GO:0046931)	5	3	3.38	-	.89	5.63E-01
cellular hyperosmotic response (GO:0071474)	5	3	3.38	-	.89	5.63E-01
plasmid partitioning (GO:0030541)	5	3	3.38	-	.89	5.63E-01
negative regulation of division septum assembly (GO:0010974)	5	3	3.38	-	.89	5.63E-01
negative regulation of G2/M transition of mitotic cell cycle (GO:0010972)	15	9	10.13	-	.89	4.41E-01
N-glycan processing (GO:0006491)	10	6	6.75	-	.89	4.87E-01
oligosaccharide-lipid intermediate biosynthetic process (GO:0006490)	15	9	10.13	-	.89	4.41E-01
dolichol-linked oligosaccharide biosynthetic process (GO:0006488)	10	6	6.75	-	.89	4.87E-01
nuclear-transcribed mRNA catabolic process, no-go decay (GO:0070966)	5	3	3.38	-	.89	5.63E-01
regulation of lipid biosynthetic process (GO:0046890)	25	15	16.89	-	.89	3.81E-01
glycogen metabolic process (GO:0005977)	25	15	16.89	-	.89	3.81E-01
global genome nucleotide-excision repair (GO:0070911)	5	3	3.38	-	.89	5.63E-01
regulation of nucleocytoplasmic transport (GO:0046822)	20	12	13.51	-	.89	4.08E-01
negative regulation of small molecule metabolic process (GO:0062014)	15	9	10.13	-	.89	4.41E-01
ribonucleoside catabolic process (GO:0042454)	5	3	3.38	-	.89	5.63E-01
protein geranylgeranylation (GO:0018344)	5	3	3.38	-	.89	5.63E-01
mitotic recombination (GO:0006312)	35	21	23.64	-	.89	3.39E-01
protein insertion into ER membrane (GO:0045048)	5	3	3.38	-	.89	5.63E-01
peptidyl-arginine N-methylation (GO:0035246)	5	3	3.38	-	.89	5.63E-01
double-strand break repair via single-strand annealing (GO:0045002)	5	3	3.38	-	.89	5.63E-01
regulation of double-strand break repair via nonhomologous end joining (GO:2001032)	5	3	3.38	-	.89	5.63E-01
mRNA metabolic process (GO:0016071)	275	165	185.74	-	.89	6.10E-02
base-excision repair, AP site formation (GO:0006285)	5	3	3.38	-	.89	5.63E-01
DNA topological change (GO:0006265)	10	6	6.75	-	.89	4.87E-01
peptidyl-arginine methylation (GO:0018216)	5	3	3.38	-	.89	5.63E-01
amino acid catabolic process to alcohol via Ehrlich pathway (GO:0000947)	10	6	6.75	-	.89	4.87E-01
CTP biosynthetic process (GO:0006241)	5	3	3.38	-	.89	5.63E-01
positive regulation of transcription from RNA polymerase II promoter in response to heat stress (GO:0061408)	15	9	10.13	-	.89	4.41E-01
septum digestion after cytokinesis (GO:0000920)	15	9	10.13	-	.89	4.41E-01
mitochondrial ADP transmembrane transport (GO:0140021)	5	3	3.38	-	.89	5.63E-01
mature ribosome assembly (GO:0042256)	5	3	3.38	-	.89	5.63E-01
peptidyl-arginine modification (GO:0018195)	5	3	3.38	-	.89	5.63E-01
regulation of protein localization to spindle pole body (GO:1902363)	5	3	3.38	-	.89	5.63E-01
nitrogen catabolite activation of transcription (GO:0090294)	5	3	3.38	-	.89	5.63E-01
energy reserve metabolic process (GO:0006112)	25	15	16.89	-	.89	3.81E-01
proteasome regulatory particle assembly (GO:0070682)	10	6	6.75	-	.89	4.87E-01
malate metabolic process (GO:0006108)	5	3	3.38	-	.89	5.63E-01
2-oxoglutarate metabolic process (GO:0006103)	5	3	3.38	-	.89	5.63E-01
regulation of endoplasmic reticulum unfolded protein response (GO:1900101)	10	6	6.75	-	.89	4.87E-01
negative regulation of cell septum assembly (GO:1901892)	5	3	3.38	-	.89	5.63E-01
formin-nucleated actin cable assembly (GO:0070649)	5	3	3.38	-	.89	5.63E-01
chromosome attachment to the nuclear envelope (GO:0097240)	5	3	3.38	-	.89	5.63E-01
meiotic DNA double-strand break formation (GO:0042138)	10	6	6.75	-	.89	4.87E-01
regulation of phospholipid biosynthetic process (GO:0071071)	15	9	10.13	-	.89	4.41E-01
serine transport (GO:0032329)	5	3	3.38	-	.89	5.63E-01
RNA surveillance (GO:0071025)	35	21	23.64	-	.89	3.39E-01
UDP-N-acetylglucosamine biosynthetic process (GO:0006048)	5	3	3.38	-	.89	5.63E-01
DNA recombinase assembly (GO:0000730)	5	3	3.38	-	.89	5.63E-01
5-phosphoribose 1-diphosphate biosynthetic process (GO:0006015)	5	3	3.38	-	.89	5.63E-01
isopentenyl diphosphate metabolic process (GO:0046490)	5	3	3.38	-	.89	5.63E-01
RNA polymerase I preinitiation complex assembly (GO:0001188)	5	3	3.38	-	.89	5.63E-01
parallel actin filament bundle assembly (GO:0030046)	5	3	3.38	-	.89	5.63E-01
DNA double-strand break attachment to nuclear envelope (GO:1990683)	5	3	3.38	-	.89	5.63E-01
protein localization to plasma membrane (GO:0072659)	25	15	16.89	-	.89	3.81E-01
5-phosphoribose 1-diphosphate metabolic process (GO:0046391)	5	3	3.38	-	.89	5.63E-01
nitrogen catabolite activation of transcription from RNA polymerase II promoter (GO:0001080)	5	3	3.38	-	.89	5.63E-01
negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)	5	3	3.38	-	.89	5.63E-01
nuclear pore complex assembly (GO:0051292)	5	3	3.38	-	.89	5.63E-01
mitochondrial ATP transmembrane transport (GO:1990544)	5	3	3.38	-	.89	5.63E-01
replication fork protection (GO:0048478)	5	3	3.38	-	.89	5.63E-01
donor selection (GO:0007535)	5	3	3.38	-	.89	5.63E-01
positive regulation of sulfur metabolic process (GO:0051176)	5	3	3.38	-	.89	5.63E-01
cardiolipin acyl-chain remodeling (GO:0035965)	5	3	3.38	-	.89	5.63E-01
negative regulation of cellular component organization (GO:0051129)	105	63	70.92	-	.89	1.87E-01
mitotic G1 DNA damage checkpoint signaling (GO:0031571)	5	3	3.38	-	.89	5.63E-01
alcohol catabolic process (GO:0046164)	20	12	13.51	-	.89	4.08E-01
positive regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0071931)	5	3	3.38	-	.89	5.63E-01
spliceosomal complex disassembly (GO:0000390)	5	3	3.38	-	.89	5.63E-01
negative regulation of DNA metabolic process (GO:0051053)	30	18	20.26	-	.89	3.59E-01
positive regulation of kinase activity (GO:0033674)	45	27	30.39	-	.89	3.07E-01
regulation of secretion (GO:0051046)	10	6	6.75	-	.89	4.87E-01
regulation of secretion by cell (GO:1903530)	10	6	6.75	-	.89	4.87E-01
regulation of receptor-mediated endocytosis (GO:0048259)	10	6	6.75	-	.89	4.87E-01
cellular protein localization (GO:0034613)	546	327	368.77	-	.89	1.02E-02
positive regulation of transcription by RNA polymerase II (GO:0045944)	259	155	174.93	-	.89	6.33E-02
regulation of transcription by RNA polymerase II (GO:0006357)	408	244	275.57	-	.89	2.35E-02
protein localization to organelle (GO:0033365)	373	223	251.93	-	.89	2.93E-02
positive regulation of molecular function (GO:0044093)	134	80	90.50	-	.88	1.42E-01
cellular macromolecule catabolic process (GO:0044265)	372	222	251.25	-	.88	2.77E-02
cellular response to starvation (GO:0009267)	62	37	41.88	-	.88	2.52E-01
establishment of localization in cell (GO:0051649)	661	394	446.44	-	.88	3.54E-03
protein lipidation (GO:0006497)	47	28	31.74	-	.88	2.88E-01
lipoprotein biosynthetic process (GO:0042158)	47	28	31.74	-	.88	2.88E-01
regulation of vesicle-mediated transport (GO:0060627)	47	28	31.74	-	.88	2.88E-01
RNA biosynthetic process (GO:0032774)	225	134	151.97	-	.88	7.11E-02
negative regulation of organelle organization (GO:0010639)	84	50	56.73	-	.88	2.04E-01
vesicle-mediated transport to the plasma membrane (GO:0098876)	42	25	28.37	-	.88	3.02E-01
regulation of GTPase activity (GO:0043087)	37	22	24.99	-	.88	3.17E-01
regulation of protein modification by small protein conjugation or removal (GO:1903320)	32	19	21.61	-	.88	3.35E-01
glycolipid biosynthetic process (GO:0009247)	32	19	21.61	-	.88	3.35E-01
double-strand break repair via homologous recombination (GO:0000724)	64	38	43.23	-	.88	2.38E-01
response to topologically incorrect protein (GO:0035966)	64	38	43.23	-	.88	2.38E-01
regulation of phosphate metabolic process (GO:0019220)	182	108	122.92	-	.88	9.03E-02
DNA-templated transcription, initiation (GO:0006352)	59	35	39.85	-	.88	2.48E-01
positive regulation of phosphorylation (GO:0042327)	54	32	36.47	-	.88	2.59E-01
ncRNA transcription (GO:0098781)	54	32	36.47	-	.88	2.59E-01
intracellular transport (GO:0046907)	628	372	424.16	-	.88	3.08E-03
positive regulation of protein phosphorylation (GO:0001934)	49	29	33.10	-	.88	2.71E-01
regulation of cellular localization (GO:0060341)	71	42	47.95	-	.88	2.16E-01
growth (GO:0040007)	93	55	62.81	-	.88	1.76E-01
response to starvation (GO:0042594)	66	39	44.58	-	.87	2.25E-01
transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery (GO:0000972)	22	13	14.86	-	.87	3.76E-01
positive regulation of growth (GO:0045927)	22	13	14.86	-	.87	3.76E-01
positive regulation of protein serine/threonine kinase activity (GO:0071902)	22	13	14.86	-	.87	3.76E-01
glycerolipid biosynthetic process (GO:0045017)	83	49	56.06	-	.87	1.90E-01
regulation of organelle organization (GO:0033043)	244	144	164.80	-	.87	4.99E-02
regulation of phosphorus metabolic process (GO:0051174)	183	108	123.60	-	.87	8.08E-02
cortical cytoskeleton organization (GO:0030865)	39	23	26.34	-	.87	2.97E-01
