




Analysis Type:	PANTHER Overrepresentation Test (Released 20210224)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.4735677 Released 2021-05-01
Analyzed List:	upload_1 (Saccharomyces cerevisiae)
Reference List:	yeast_background.txt (Saccharomyces cerevisiae)
Test Type:	BINOMIAL
Correction:	NONE
GO biological process complete	yeast_background.txt - REFLIST (4652)	upload_1 (3741)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)
sulfate transmembrane transport (GO:1902358)	7	6	5.63	+	1.07	4.93E-01
purine ribonucleoside salvage (GO:0006166)	7	6	5.63	+	1.07	4.93E-01
regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900151)	7	6	5.63	+	1.07	4.93E-01
protoporphyrinogen IX metabolic process (GO:0046501)	7	6	5.63	+	1.07	4.93E-01
regulation of lipid transport (GO:0032368)	7	6	5.63	+	1.07	4.93E-01
sulfate transport (GO:0008272)	7	6	5.63	+	1.07	4.93E-01
gluconeogenesis (GO:0006094)	14	12	11.26	+	1.07	4.52E-01
nuclear mRNA surveillance of mRNA 3'-end processing (GO:0071031)	7	6	5.63	+	1.07	4.93E-01
peptidyl-lysine trimethylation (GO:0018023)	7	6	5.63	+	1.07	4.93E-01
karyogamy (GO:0000741)	14	12	11.26	+	1.07	4.52E-01
regulation of sphingolipid biosynthetic process (GO:0090153)	7	6	5.63	+	1.07	4.93E-01
inositol metabolic process (GO:0006020)	7	6	5.63	+	1.07	4.93E-01
negative regulation of DNA recombination (GO:0045910)	14	12	11.26	+	1.07	4.52E-01
negative regulation of Arp2/3 complex-mediated actin nucleation (GO:0034316)	7	6	5.63	+	1.07	4.93E-01
Arp2/3 complex-mediated actin nucleation (GO:0034314)	7	6	5.63	+	1.07	4.93E-01
regulation of lipid localization (GO:1905952)	7	6	5.63	+	1.07	4.93E-01
negative regulation of cell death (GO:0060548)	7	6	5.63	+	1.07	4.93E-01
alcohol biosynthetic process (GO:0046165)	56	48	45.03	+	1.07	3.48E-01
mRNA 5'-splice site recognition (GO:0000395)	7	6	5.63	+	1.07	4.93E-01
regulation of carbohydrate catabolic process (GO:0043470)	7	6	5.63	+	1.07	4.93E-01
galactose catabolic process (GO:0019388)	7	6	5.63	+	1.07	4.93E-01
hexose biosynthetic process (GO:0019319)	14	12	11.26	+	1.07	4.52E-01
endoplasmic reticulum unfolded protein response (GO:0030968)	21	18	16.89	+	1.07	4.25E-01
snRNA processing (GO:0016180)	21	18	16.89	+	1.07	4.25E-01
nuclear-transcribed mRNA catabolic process, non-stop decay (GO:0070481)	21	18	16.89	+	1.07	4.25E-01
amino sugar biosynthetic process (GO:0046349)	21	18	16.89	+	1.07	4.25E-01
nucleoside phosphate biosynthetic process (GO:1901293)	118	101	94.89	+	1.06	2.76E-01
protein-containing complex disassembly (GO:0032984)	62	53	49.86	+	1.06	3.46E-01
protein N-linked glycosylation (GO:0006487)	48	41	38.60	+	1.06	3.70E-01
nucleotide metabolic process (GO:0009117)	171	146	137.51	+	1.06	2.42E-01
response to unfolded protein (GO:0006986)	41	35	32.97	+	1.06	3.84E-01
nucleotide biosynthetic process (GO:0009165)	116	99	93.28	+	1.06	2.88E-01
protein-DNA complex subunit organization (GO:0071824)	150	128	120.63	+	1.06	2.60E-01
carbohydrate catabolic process (GO:0016052)	75	64	60.31	+	1.06	3.33E-01
inorganic anion transport (GO:0015698)	34	29	27.34	+	1.06	4.00E-01
cellular response to chemical stress (GO:0062197)	129	110	103.74	+	1.06	2.80E-01
protein import into nucleus (GO:0006606)	61	52	49.05	+	1.06	3.55E-01
polysaccharide metabolic process (GO:0005976)	61	52	49.05	+	1.06	3.55E-01
nucleotide phosphorylation (GO:0046939)	27	23	21.71	+	1.06	4.19E-01
establishment of protein localization to membrane (GO:0090150)	101	86	81.22	+	1.06	3.11E-01
protein localization to nucleus (GO:0034504)	67	57	53.88	+	1.06	3.52E-01
snRNA 3'-end processing (GO:0034472)	20	17	16.08	+	1.06	4.42E-01
positive regulation of DNA metabolic process (GO:0051054)	20	17	16.08	+	1.06	4.42E-01
glycosylation (GO:0070085)	86	73	69.16	+	1.06	3.37E-01
GPI anchor metabolic process (GO:0006505)	33	28	26.54	+	1.06	4.14E-01
mitochondrial RNA metabolic process (GO:0000959)	33	28	26.54	+	1.06	4.14E-01
chromatin silencing (GO:0006342)	79	67	63.53	+	1.05	3.47E-01
negative regulation of gene expression, epigenetic (GO:0045814)	79	67	63.53	+	1.05	3.47E-01
cellular response to heat (GO:0034605)	46	39	36.99	+	1.05	3.92E-01
protein localization to membrane (GO:0072657)	138	117	110.98	+	1.05	2.94E-01
carbohydrate metabolic process (GO:0005975)	223	189	179.33	+	1.05	2.40E-01
DNA-templated transcription, initiation (GO:0006352)	59	50	47.45	+	1.05	3.74E-01
organelle assembly (GO:0070925)	157	133	126.25	+	1.05	2.83E-01
RNA export from nucleus (GO:0006405)	85	72	68.35	+	1.05	3.44E-01
heterocycle metabolic process (GO:0046483)	1363	1154	1096.08	+	1.05	2.00E-02
nucleobase-containing compound metabolic process (GO:0006139)	1271	1076	1022.10	+	1.05	2.55E-02
cellular aromatic compound metabolic process (GO:0006725)	1354	1146	1088.85	+	1.05	2.11E-02
mitochondrion organization (GO:0007005)	234	198	188.18	+	1.05	2.41E-01
establishment or maintenance of cytoskeleton polarity (GO:0030952)	13	11	10.45	+	1.05	4.74E-01
establishment of protein localization to plasma membrane (GO:0061951)	13	11	10.45	+	1.05	4.74E-01
thiamine metabolic process (GO:0006772)	13	11	10.45	+	1.05	4.74E-01
mitotic spindle organization (GO:0007052)	26	22	20.91	+	1.05	4.34E-01
negative regulation of protein dephosphorylation (GO:0035308)	13	11	10.45	+	1.05	4.74E-01
negative regulation of dephosphorylation (GO:0035305)	13	11	10.45	+	1.05	4.74E-01
cellular response to reactive oxygen species (GO:0034614)	13	11	10.45	+	1.05	4.74E-01
establishment of mitotic spindle localization (GO:0040001)	13	11	10.45	+	1.05	4.74E-01
fermentation (GO:0006113)	13	11	10.45	+	1.05	4.74E-01
pentose-phosphate shunt (GO:0006098)	13	11	10.45	+	1.05	4.74E-01
acetyl-CoA metabolic process (GO:0006084)	13	11	10.45	+	1.05	4.74E-01
regulation of silent mating-type cassette heterochromatin assembly (GO:0090054)	13	11	10.45	+	1.05	4.74E-01
regulation of response to nutrient levels (GO:0032107)	13	11	10.45	+	1.05	4.74E-01
regulation of response to extracellular stimulus (GO:0032104)	13	11	10.45	+	1.05	4.74E-01
regulation of response to external stimulus (GO:0032101)	13	11	10.45	+	1.05	4.74E-01
DNA-dependent DNA replication (GO:0006261)	97	82	78.00	+	1.05	3.39E-01
organic cyclic compound metabolic process (GO:1901360)	1416	1197	1138.71	+	1.05	2.04E-02
recombinational repair (GO:0000725)	71	60	57.10	+	1.05	3.67E-01
heterochromatin assembly (GO:0031507)	58	49	46.64	+	1.05	3.84E-01
nucleic acid metabolic process (GO:0090304)	1080	912	868.50	+	1.05	4.86E-02
glycolipid biosynthetic process (GO:0009247)	32	27	25.73	+	1.05	4.27E-01
nucleoside triphosphate biosynthetic process (GO:0009142)	32	27	25.73	+	1.05	4.27E-01
lipid modification (GO:0030258)	32	27	25.73	+	1.05	4.27E-01
cellular polysaccharide metabolic process (GO:0044264)	51	43	41.01	+	1.05	3.98E-01
small molecule catabolic process (GO:0044282)	140	118	112.58	+	1.05	3.15E-01
posttranscriptional regulation of gene expression (GO:0010608)	178	150	143.14	+	1.05	2.91E-01
chromatin organization involved in negative regulation of transcription (GO:0097549)	108	91	86.85	+	1.05	3.41E-01
histone methylation (GO:0016571)	19	16	15.28	+	1.05	4.61E-01
glucosamine-containing compound biosynthetic process (GO:1901073)	19	16	15.28	+	1.05	4.61E-01
monosaccharide metabolic process (GO:0005996)	57	48	45.84	+	1.05	3.94E-01
peptidyl-threonine modification (GO:0018210)	19	16	15.28	+	1.05	4.61E-01
peptidyl-threonine phosphorylation (GO:0018107)	19	16	15.28	+	1.05	4.61E-01
cell wall chitin metabolic process (GO:0006037)	19	16	15.28	+	1.05	4.61E-01
chitin biosynthetic process (GO:0006031)	19	16	15.28	+	1.05	4.61E-01
aminoglycan biosynthetic process (GO:0006023)	19	16	15.28	+	1.05	4.61E-01
response to toxic substance (GO:0009636)	57	48	45.84	+	1.05	3.94E-01
protein transmembrane import into intracellular organelle (GO:0044743)	44	37	35.38	+	1.05	4.15E-01
purine nucleoside triphosphate metabolic process (GO:0009144)	25	21	20.10	+	1.04	4.50E-01
regulation of cell size (GO:0008361)	25	21	20.10	+	1.04	4.50E-01
protein localization to plasma membrane (GO:0072659)	25	21	20.10	+	1.04	4.50E-01
chaperone-mediated protein folding (GO:0061077)	25	21	20.10	+	1.04	4.50E-01
regulation of translation (GO:0006417)	168	141	135.10	+	1.04	3.14E-01
protein-containing complex localization (GO:0031503)	143	120	115.00	+	1.04	3.30E-01
glucose metabolic process (GO:0006006)	31	26	24.93	+	1.04	4.41E-01
microtubule cytoskeleton organization involved in mitosis (GO:1902850)	37	31	29.75	+	1.04	4.34E-01
transcription initiation from RNA polymerase II promoter (GO:0006367)	43	36	34.58	+	1.04	4.27E-01
regulation of cellular amide metabolic process (GO:0034248)	172	144	138.32	+	1.04	3.23E-01
chromatin assembly (GO:0031497)	86	72	69.16	+	1.04	3.81E-01
organic hydroxy compound biosynthetic process (GO:1901617)	79	66	63.53	+	1.04	3.94E-01
alcohol metabolic process (GO:0006066)	97	81	78.00	+	1.04	3.81E-01
DNA replication (GO:0006260)	109	91	87.65	+	1.04	3.73E-01
chromatin organization involved in regulation of transcription (GO:0034401)	109	91	87.65	+	1.04	3.73E-01
establishment or maintenance of actin cytoskeleton polarity (GO:0030950)	12	10	9.65	+	1.04	4.98E-01
spermine transport (GO:0000296)	6	5	4.83	+	1.04	5.28E-01
calcium ion transport (GO:0006816)	12	10	9.65	+	1.04	4.98E-01
amide transport (GO:0042886)	30	25	24.13	+	1.04	4.56E-01
Ras protein signal transduction (GO:0007265)	18	15	14.48	+	1.04	4.80E-01
protein import (GO:0017038)	114	95	91.68	+	1.04	3.77E-01
biotin metabolic process (GO:0006768)	6	5	4.83	+	1.04	5.28E-01
membrane assembly (GO:0071709)	6	5	4.83	+	1.04	5.28E-01
positive regulation of transcription by pheromones (GO:0009371)	6	5	4.83	+	1.04	5.28E-01
5S class rRNA transcription by RNA polymerase III (GO:0042791)	6	5	4.83	+	1.04	5.28E-01
protein-DNA complex disassembly (GO:0032986)	18	15	14.48	+	1.04	4.80E-01
thiamine-containing compound biosynthetic process (GO:0042724)	12	10	9.65	+	1.04	4.98E-01
phosphatidylethanolamine biosynthetic process (GO:0006646)	6	5	4.83	+	1.04	5.28E-01
protein processing involved in protein targeting to mitochondrion (GO:0006627)	6	5	4.83	+	1.04	5.28E-01
SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146)	12	10	9.65	+	1.04	4.98E-01
nuclear migration (GO:0007097)	18	15	14.48	+	1.04	4.80E-01
thiamine biosynthetic process (GO:0009228)	12	10	9.65	+	1.04	4.98E-01
microtubule-based movement (GO:0007018)	18	15	14.48	+	1.04	4.80E-01
ADP transport (GO:0015866)	6	5	4.83	+	1.04	5.28E-01
Golgi to plasma membrane protein transport (GO:0043001)	12	10	9.65	+	1.04	4.98E-01
pteridine-containing compound biosynthetic process (GO:0042559)	12	10	9.65	+	1.04	4.98E-01
biotin biosynthetic process (GO:0009102)	6	5	4.83	+	1.04	5.28E-01
cellular response to osmotic stress (GO:0071470)	30	25	24.13	+	1.04	4.56E-01
pyrimidine-containing compound salvage (GO:0008655)	6	5	4.83	+	1.04	5.28E-01
translational frameshifting (GO:0006452)	6	5	4.83	+	1.04	5.28E-01
negative regulation of phosphatase activity (GO:0010923)	12	10	9.65	+	1.04	4.98E-01
pyridoxine biosynthetic process (GO:0008615)	6	5	4.83	+	1.04	5.28E-01
histone H4 deacetylation (GO:0070933)	6	5	4.83	+	1.04	5.28E-01
regulation of phospholipid transport (GO:2001138)	6	5	4.83	+	1.04	5.28E-01
regulation of glycogen biosynthetic process (GO:0005979)	12	10	9.65	+	1.04	4.98E-01
valine biosynthetic process (GO:0009099)	6	5	4.83	+	1.04	5.28E-01
regulation of transcription regulatory region DNA binding (GO:2000677)	6	5	4.83	+	1.04	5.28E-01
regulation of protein localization to nucleolus (GO:1904749)	6	5	4.83	+	1.04	5.28E-01
telomere maintenance via telomere lengthening (GO:0010833)	12	10	9.65	+	1.04	4.98E-01
reactive nitrogen species metabolic process (GO:2001057)	6	5	4.83	+	1.04	5.28E-01
microtubule polymerization (GO:0046785)	6	5	4.83	+	1.04	5.28E-01
negative regulation of response to DNA damage stimulus (GO:2001021)	6	5	4.83	+	1.04	5.28E-01
nucleosome organization (GO:0034728)	72	60	57.90	+	1.04	4.08E-01
negative regulation of phosphoprotein phosphatase activity (GO:0032515)	12	10	9.65	+	1.04	4.98E-01
premeiotic DNA replication (GO:0006279)	6	5	4.83	+	1.04	5.28E-01
cellular response to phosphate starvation (GO:0016036)	6	5	4.83	+	1.04	5.28E-01
nucleus localization (GO:0051647)	18	15	14.48	+	1.04	4.80E-01
endoplasmic reticulum localization (GO:0051643)	6	5	4.83	+	1.04	5.28E-01
protein maturation (GO:0051604)	90	75	72.38	+	1.04	3.94E-01
regulation of ribosomal protein gene transcription by RNA polymerase II (GO:0060962)	12	10	9.65	+	1.04	4.98E-01
peptidyl-amino acid modification (GO:0018193)	222	185	178.53	+	1.04	3.20E-01
regulation of transcription from RNA polymerase II promoter involved in meiotic cell cycle (GO:0010672)	6	5	4.83	+	1.04	5.28E-01
negative regulation of mRNA catabolic process (GO:1902373)	6	5	4.83	+	1.04	5.28E-01
negative regulation of RNA catabolic process (GO:1902369)	6	5	4.83	+	1.04	5.28E-01
negative regulation of protein localization to nucleus (GO:1900181)	6	5	4.83	+	1.04	5.28E-01
cellular component maintenance (GO:0043954)	6	5	4.83	+	1.04	5.28E-01
regulation of spindle organization (GO:0090224)	6	5	4.83	+	1.04	5.28E-01
sphingoid metabolic process (GO:0046519)	6	5	4.83	+	1.04	5.28E-01
(1->6)-beta-D-glucan biosynthetic process (GO:0006078)	6	5	4.83	+	1.04	5.28E-01
(1->6)-beta-D-glucan metabolic process (GO:0006077)	6	5	4.83	+	1.04	5.28E-01
cellular glucan metabolic process (GO:0006073)	48	40	38.60	+	1.04	4.32E-01
regulation of reciprocal meiotic recombination (GO:0010520)	6	5	4.83	+	1.04	5.28E-01
galactose metabolic process (GO:0006012)	12	10	9.65	+	1.04	4.98E-01
fructose 6-phosphate metabolic process (GO:0006002)	6	5	4.83	+	1.04	5.28E-01
sulfur compound catabolic process (GO:0044273)	12	10	9.65	+	1.04	4.98E-01
cellular carbohydrate metabolic process (GO:0044262)	132	110	106.15	+	1.04	3.66E-01
regulation of phospholipid translocation (GO:0061091)	6	5	4.83	+	1.04	5.28E-01
glycerol catabolic process (GO:0019563)	6	5	4.83	+	1.04	5.28E-01
pyrimidine-containing compound catabolic process (GO:0072529)	6	5	4.83	+	1.04	5.28E-01
membrane biogenesis (GO:0044091)	6	5	4.83	+	1.04	5.28E-01
glucan metabolic process (GO:0044042)	48	40	38.60	+	1.04	4.32E-01
vitamin transport (GO:0051180)	12	10	9.65	+	1.04	4.98E-01
mitotic spindle orientation checkpoint signaling (GO:0031578)	12	10	9.65	+	1.04	4.98E-01
regulation of phosphorylation of RNA polymerase II C-terminal domain (GO:1901407)	6	5	4.83	+	1.04	5.28E-01
hyperosmotic response (GO:0006972)	12	10	9.65	+	1.04	4.98E-01
negative regulation of transcription involved in meiotic cell cycle (GO:0051038)	6	5	4.83	+	1.04	5.28E-01
kynurenine metabolic process (GO:0070189)	6	5	4.83	+	1.04	5.28E-01
positive regulation of transcription from RNA polymerase II promoter by pheromones (GO:0007329)	6	5	4.83	+	1.04	5.28E-01
peptidyl-lysine modification (GO:0018205)	107	89	86.05	+	1.03	3.88E-01
organic cyclic compound biosynthetic process (GO:1901362)	522	434	419.78	+	1.03	2.38E-01
protein methylation (GO:0006479)	47	39	37.80	+	1.03	4.44E-01
regulation of DNA replication (GO:0006275)	47	39	37.80	+	1.03	4.44E-01
protein alkylation (GO:0008213)	47	39	37.80	+	1.03	4.44E-01
hexose metabolic process (GO:0019318)	47	39	37.80	+	1.03	4.44E-01
nitrogen compound metabolic process (GO:0006807)	2537	2103	2040.18	+	1.03	2.03E-02
double-strand break repair via homologous recombination (GO:0000724)	64	53	51.47	+	1.03	4.34E-01
response to oxygen-containing compound (GO:1901700)	64	53	51.47	+	1.03	4.34E-01
regulation of pH (GO:0006885)	29	24	23.32	+	1.03	4.72E-01
regulation of cellular pH (GO:0030641)	29	24	23.32	+	1.03	4.72E-01
ribonucleoside triphosphate metabolic process (GO:0009199)	29	24	23.32	+	1.03	4.72E-01
regulation of intracellular pH (GO:0051453)	29	24	23.32	+	1.03	4.72E-01
cellular component assembly (GO:0022607)	689	570	554.07	+	1.03	2.38E-01
organic substance metabolic process (GO:0071704)	2917	2413	2345.76	+	1.03	1.18E-02
regulation of DNA metabolic process (GO:0051052)	81	67	65.14	+	1.03	4.25E-01
primary metabolic process (GO:0044238)	2738	2262	2201.82	+	1.03	2.35E-02
NADP metabolic process (GO:0006739)	23	19	18.50	+	1.03	4.84E-01
regulation of DNA recombination (GO:0000018)	23	19	18.50	+	1.03	4.84E-01
purine ribonucleoside triphosphate metabolic process (GO:0009205)	23	19	18.50	+	1.03	4.84E-01
sterol metabolic process (GO:0016125)	46	38	36.99	+	1.03	4.56E-01
mismatch repair (GO:0006298)	23	19	18.50	+	1.03	4.84E-01
inorganic ion homeostasis (GO:0098771)	138	114	110.98	+	1.03	3.98E-01
regulation of phospholipid metabolic process (GO:1903725)	23	19	18.50	+	1.03	4.84E-01
metal ion homeostasis (GO:0055065)	109	90	87.65	+	1.03	4.15E-01
heterochromatin organization (GO:0070828)	63	52	50.66	+	1.03	4.44E-01
organonitrogen compound metabolic process (GO:1901564)	1739	1435	1398.45	+	1.03	1.12E-01
RNA localization (GO:0006403)	143	118	115.00	+	1.03	4.01E-01
protein targeting to membrane (GO:0006612)	57	47	45.84	+	1.03	4.51E-01
chromatin assembly or disassembly (GO:0006333)	108	89	86.85	+	1.02	4.22E-01
spindle organization (GO:0007051)	34	28	27.34	+	1.02	4.75E-01
nucleosome disassembly (GO:0006337)	17	14	13.67	+	1.02	5.00E-01
regulation of DNA biosynthetic process (GO:2000278)	17	14	13.67	+	1.02	5.00E-01
chromatin disassembly (GO:0031498)	17	14	13.67	+	1.02	5.00E-01
heterocycle biosynthetic process (GO:0018130)	479	394	385.20	+	1.02	3.26E-01
aromatic compound biosynthetic process (GO:0019438)	467	384	375.55	+	1.02	3.31E-01
macromolecule metabolic process (GO:0043170)	2149	1767	1728.16	+	1.02	1.04E-01
cellular lipid catabolic process (GO:0044242)	45	37	36.19	+	1.02	4.68E-01
ribonucleoside triphosphate biosynthetic process (GO:0009201)	28	23	22.52	+	1.02	4.87E-01
cellular response to topologically incorrect protein (GO:0035967)	56	46	45.03	+	1.02	4.62E-01
cellular metabolic process (GO:0044237)	2938	2413	2362.65	+	1.02	4.53E-02
nucleic acid phosphodiester bond hydrolysis (GO:0090305)	207	170	166.46	+	1.02	4.00E-01
metabolic process (GO:0008152)	3081	2530	2477.65	+	1.02	3.62E-02
ATP-dependent chromatin remodeling (GO:0043044)	39	32	31.36	+	1.02	4.78E-01
regulation of DNA-dependent DNA replication (GO:0090329)	39	32	31.36	+	1.02	4.78E-01
regulation of phosphoprotein phosphatase activity (GO:0043666)	39	32	31.36	+	1.02	4.78E-01
cellular metal ion homeostasis (GO:0006875)	105	86	84.44	+	1.02	4.47E-01
cellular zinc ion homeostasis (GO:0006882)	11	9	8.85	+	1.02	5.24E-01
response to inorganic substance (GO:0010035)	44	36	35.38	+	1.02	4.81E-01
nucleosome mobilization (GO:0042766)	11	9	8.85	+	1.02	5.24E-01
axial cellular bud site selection (GO:0007120)	11	9	8.85	+	1.02	5.24E-01
ceramide metabolic process (GO:0006672)	11	9	8.85	+	1.02	5.24E-01
protein export from nucleus (GO:0006611)	11	9	8.85	+	1.02	5.24E-01
maltose metabolic process (GO:0000023)	11	9	8.85	+	1.02	5.24E-01
protein catabolic process in the vacuole (GO:0007039)	11	9	8.85	+	1.02	5.24E-01
purine ribonucleoside triphosphate biosynthetic process (GO:0009206)	22	18	17.69	+	1.02	5.02E-01
zinc ion homeostasis (GO:0055069)	11	9	8.85	+	1.02	5.24E-01
peptide transport (GO:0015833)	11	9	8.85	+	1.02	5.24E-01
purine nucleoside triphosphate biosynthetic process (GO:0009145)	22	18	17.69	+	1.02	5.02E-01
response to hydrogen peroxide (GO:0042542)	11	9	8.85	+	1.02	5.24E-01
regulation of translational termination (GO:0006449)	11	9	8.85	+	1.02	5.24E-01
transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery (GO:0000972)	22	18	17.69	+	1.02	5.02E-01
error-prone translesion synthesis (GO:0042276)	11	9	8.85	+	1.02	5.24E-01
protein maturation by [4Fe-4S] cluster transfer (GO:0106035)	11	9	8.85	+	1.02	5.24E-01
double-strand break repair via break-induced replication (GO:0000727)	22	18	17.69	+	1.02	5.02E-01
meiotic mismatch repair (GO:0000710)	11	9	8.85	+	1.02	5.24E-01
positive regulation of growth (GO:0045927)	22	18	17.69	+	1.02	5.02E-01
positive regulation of response to nutrient levels (GO:0032109)	11	9	8.85	+	1.02	5.24E-01
positive regulation of response to extracellular stimulus (GO:0032106)	11	9	8.85	+	1.02	5.24E-01
positive regulation of response to external stimulus (GO:0032103)	11	9	8.85	+	1.02	5.24E-01
purine-containing compound transmembrane transport (GO:0072530)	11	9	8.85	+	1.02	5.24E-01
nucleic acid transport (GO:0050657)	121	99	97.30	+	1.02	4.45E-01
protein acetylation (GO:0006473)	60	49	48.25	+	1.02	4.76E-01
nucleobase-containing compound biosynthetic process (GO:0034654)	403	329	324.08	+	1.02	3.96E-01
endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888)	87	71	69.96	+	1.01	4.66E-01
invasive filamentous growth (GO:0036267)	38	31	30.56	+	1.01	4.92E-01
negative regulation of gene expression (GO:0010629)	217	177	174.50	+	1.01	4.34E-01
establishment of RNA localization (GO:0051236)	119	97	95.70	+	1.01	4.60E-01
RNA transport (GO:0050658)	119	97	95.70	+	1.01	4.60E-01
transition metal ion homeostasis (GO:0055076)	81	66	65.14	+	1.01	4.74E-01
